,Review,Label
2131,staff available help everything room contain everything need clean location perfect min walk distance city centre free pick train station great kind even though everything fine cosy place stay also price quality wise could bite different plan go whole time guesthouse towards restaurants may good idea,neutral
2132,perfect place stay kandy family lovely room nice clean location good well around minutes walk train busstation walk around minutes citycenter tuk tuk,positive
2133,location within walk distance train station central bus station room clean comfortable owner welcome answer question regard things kandy train ride nuwara eliya ella even get us tape fix break bag umbrella start rain good breakfast roti bread fruit highly recommend,positive
2134,great location easy walk till kandy city centre great host easy contact provide us early breakfast even transfer train station,positive
2135,nice host good breakfast wifi goodnothing,positive
2136,host super nice us prepare us dinner arrive late great get us free tuk tuk driver station place end guide next day speak good english well inform city nothing,positive
2137,really cool placewas,positive
2138,friendly owner clean comfy thrill home stay hill close train station,positive
2139,family extremely welcome friendly care felt like home instantly wonderful delicious breakfast family always add something extra order bonus room new clean nice comfortable hot shower solid water pressure best wi fi sri lanka far common room guests kitchen free coffee tea accommodation walk distance city center close train station family plan activities house reliable cheap friendly tuktuk driver take anywhere right accommodation accommodation relatively cheap get stay total brainer travel asia months probably best accommodation stay nothing perfect real,positive
2140,owner friendly helpful arrive bite late send tuk tuk free charge pick us train station,positive
2141,really everything satisfaction friendly home owners clean facility fair pricewas,positive
2142,amaze host together daughter really friendly courteous speak really good english room clean one best trip honest bathroom well clean hot shower available breakfast fair price recommend room wothout hesitation homestay within walk distance km small hill kandy trainstation central bus station thank nice stay wish best,positive
2143,good location walk distance train station city center room clean modern staff friendly accommodate bed big comfortable highly recommend nothing,positive
2144,stay one night come kandy would definitelly choose accommodation room clean bed comfortable guy accommodation kind hospitable also breakfast really delicious nothing,positive
2145,one best accommodation would recommend stay whole sri lanka trip room really comfortable huge bed chilly night locate higher altitude wake morning beautiful landscape present windows besides instant water heater include room clean bathroom area local breakfast serve excellent really enjoy lot teabag bite pricey although buy whole box price,positive
2146,nice exceptionally clean place staff helpful friendly location calm quiet close enough town room everything need comfortable bed warm shower table chair would definitely go back,positive
2147,feel come customer leave friend piyal family simple host always nice knowledgeable ready help super friendly give feel clearly enjoy conversations love fact piyal best make discover sri lanka taste find every day something different make try breakfast overall great stay spend days total want visit part country flight back could easily stay longer cozy clean room walk distance min city center,positive
2148,stay one night plan allow nice place room clean comfortable good bathroom owner pleasant wifi great little bite walk city centre easy hope bus main road hotel short tuk tuk ride,neutral
2149,calm place owner extremely helpful affordable great couple recommend toothpaste bathroom,positive
2150,host kind heplful breakfast excellent host detail explanation sr lankan meals room beautiful view sunset,positive
2151,close city center owner friendly sociable breakfast tasty recommend apartment would book everything great,positive
2152,host family kindly arrange free pick bus terminal house clean min walk train station min walk downtown good wifi watch long video smoothly disconnection good value money couple guest room floor without proper soundproof facilities extra charge ac manageable fan place bite damp,positive
2153,nice helpful personnel good location facilities moreover recommend sri lankan breakfast,positive
2154,amaze view hill bedroom clean good wifi perfect location short walk train station walk distance town center short bus botanical garden little pushy sales pitch owners nephew sit us breakfast first morning go tuk tuk tour,positive
2155,far clear nicest place whole trip regret one night wish place look like highly recommend,positive
2156,early check air condition hot shower strong stream one best sri lanka location min walk centre min walk station still quiet location nice host help us organize day kandy sell us ticket dance show name,neutral
2157,host incredibly friendly helpful really nicest warmest people piyal even come doctor need antibiotics huge delicious breakfast vary every day new things try host nephew take us day tour kandy hours saw many lovely things even take us get takeaway dinner way back nothing much trouble room spotless c efficient clean modern hot shower bathroom perfect thank family already give detail another couple absolutely nothing,positive
2158,great place stay room much clean tidy owner kind gentleman well family members serve us u feel like u stay house city walk distance frm place perfect thank u much home stay make journey comfortable definitely recommend place travellers miss place best perfect,positive
2159,clean room friendly house owner easy access city center,positive
2160,great location clean nice,positive
2161,girlfriend stay one night homestay exactly need plenty rest peace quiet greet host daughter show us bright clean spacious room accompany modern bathroom access private balcony area wifi exceptional quality also lovely breakfast follow morning depart location excellent close bus station host family friendly helpful really felt home would highly recommend homestay,positive
2162,clean nice view room room bathroom nice clean host super kind helpfull even get ticket kandian dance show highly recodmand place every one brekfeast awesome,positive
2163,happy stay nice place stay one day would kandy definitly wish book room room bathroom clean new appartment rent place good situate far centrum city owner nice flexible need travelers order typical srilankan breakfast delicious ediappam coconut roti different curry everything fresh tasty quality perfect price,positive
2164,pleasent stay room clean everything new could sleep well quiet neighborhood comfortable bed c fan also nice hot shower work well continental breakfast wich good sri lankan breakfast also available host speak good english give good recommendation ten minute walk train station minutes city center,positive
2165,great helpful host super clean new room good breakfast cheap offersomething poorly soundproof,neutral
2166,cleanedfacility,neutral
2167,guest house rat star would five star guest house cleanliness service comfort everything high level host kind people everything comfort speak excellent english house locate quiet street far city noise time close bus stop train station explain detail way guesthouse warmly welcome gate give welcome drink offer dinner room everything need comfortable stay water hot host treat us traditional sri lankan food wish come back,positive
2168,beautiful place room clean staff incredibly helpful close town well highly recommend place thankswas,positive
2169,beautiful place room neat extremely clean staff incredibly helpful food really good wonderful time close town well highly recommend place,positive
2170,everything perfect expect however wifi slow piyal host hospitable enjoy stay,positive
2171,breakfast excellent every thing ok like place,positive
2172,clean room ac perfect breakfast good wifi owner really helpful nice help us tuktuk tour really recommend,positive
2173,new construction close railway station anyone go nuwara elliya take bus although people insist tuk tuk breakfast,negative
2174,owner piyal friendly make us feel welcome also give us lot privacy really enjoy stay totally recommend big room good airconditioning lot windows felt safe piyal amd family also make us breakfast one morning really delicious,positive
2175,service bedwas,neutral
2176,waswas,neutral
2185,nice people work really helpful front desk staff help get tuk tuk city train morning room simple clean spacious far town fantastic value price nothing fancy simple comfortable stay amaze staff wifi great breakfast good bed clean round great staywas,positive
2186,nice view elevator specious room clean items perfectly function owners polite helpful park bite limit busy day didnt bother us much anyway,positive
2187,janora hill remember name best hotel kandy price excellent stay wife holiday honestly happy find place start check lobby give us room key help nice friendly professional owner miss ask name great entrance felt special begin end beautiful din area coffee tea free use guests surly make feel like home room lovely super clean comfortable bed ever sleep omg love pillow bathroom shower clean great service without workers corona days life time memory share lunch dinner us three days thank everything happy stay actually sad leave overall best stay ever kandy definitely back recommend peace heaven kandy everyone thank janora hill,positive
2188,room clean comfortable great location friendly staff thank everything nothing,positive
2189,room nice comfortable clean location close enough walk around easily restaurant facilities tell information room,positive
2190,quiet kind staffa girl school nearby many cars road morning afternoon good manner,neutral
2191,clean spacious room terrace hotel locate close lake kandy main attractions locate walk distance clean bathroom nice view room staff helpfull friendly,positive
2192,good breakfast good location room clean regularly spacious roomswifi intermittent television function language difficulties english sri lankan,neutral
2193,clean comfortable room best shower far sri lanka water pressure hot water good location within min walk temple tooth excellent value money,positive
2194,great view room excellent air con make breakfast mornings us pack breakfast tasty fill bathroom clean shower powerful hot towel mean nothing dry hand taxi driver airport really friendly stop dinner arrive late around hotel stay help us book things tuk tuks location great mins walk lake tuk tuks every corner bed massive comfy whole place nice quiet look somewhere clean modern frills ie much character great lay head base explore kandy beyond would recommend nothing complain,positive
2195,love stay janora hill staff helpful friendly room great plus ideal location near kandy lake easily walkable centre,positive
2196,clean good location lovely friendly staff good breakfast include,positive
2197,fantastic service great location great view really friendly place stay year old daughter even go way buy new cot love cot,positive
2198,room showerthe view,neutral
2199,staff helpful friendly pleasant lovely view breakfast balcony roomnothing,positive
2200,location close lake lovely people room great value moneynothing,positive
2201,room clean modern bathroom especially nice really good location close lake kandy nothing dislike get breakfast include leave early case,positive
2202,new hotel super clean spacey room balcony bite kandy lake view owners helpful also take care laundry minutes walk kandy lake minutes walk tooth temple downtown nice stay would definitely recommend,neutral
2203,every thing like nice owner family kind big room size room clean room roof restaurantthe thing like promise owner get room good view reach give us room back view lake view honestly owner offer us different room lake view smaller first one stay bigger room need arabic tv channel arabic guests,negative
2204,clean well equip apartment good view city nice family run place,positive
2205,modern clean quiet owners friendly helpful location allow visit kandy without transportation,positive
2206,definitely value money room new clean spacious amenities situate hill nice view owner accommodation lovely man helpful need tuk tuks station enjoyable night stay,positive
2207,best hotel time travel term price quality definitely book example hotels standard service quality accommodation thank much work amaze,negative
2208,room large comfortable beautiful view clean well equip nice helpful host offer us free transport station,positive
2209,incredibly nice helpful owner room wonderful new clean minutes walk center wonderful view fifth floor would highly recommend,positive
2210,really clean close lake quick minute walk city centre really love room bathroom staff also fantasticwas,positive
2211,hi im really enjoy stay really superb place really appreciate service provide comment food food facilities every thing fine good service customer care,positive
2212,live ambiance view bonus super easy find staff super friendly helpful nothing,positive
2213,good promotion price per night look like star hotel price really good noise construction side non exist internet speed nearly time fridge room keep drink cold anything else one day hot water,neutral
2215,amaze staff beautiful hotel great locationnothing,positive
2216,big comfortable bed nice quiet area short walk city centrewas,positive
2217,room eat clean staff supportive,positive
2218,one best stay kandy comfy bed host helpful price unbelievable place wth facilities,positive
2219,one best stay life wonderful time unbelievably lovely calm cozy place exceed expectations nice location design staff environment surprise complain complain days run faster think special thank go mr sunil helpful throughout stay kind always try help us thank much support also rest staff oyo janora hill make stay unforgettable cheer yohann,positive
2220,best place stay travel business tour easy access kandy city city center room bathroom top quality tv ac tea coffee makers available room friendly staff balcony view nice day time night beautiful,positive
2221,best hotel kandy friendly staff worth money star experience standard back today also decide stay unfortunately fullhouse wifi tv need maintain,positive
2222,comfy bed great shower clean offer free pick true receptionist tell us book write obviously lie choose also order soup take hour cancel minutes bring anyways force us pay internet never work good place rest,negative
2223,really nice room close city nice balcony view people super friendly really enjoy stay wifi poor,neutral
2224,kind nice staff excellent price recommend perfect better light bathroom shampoo miss nothing serious,positive
2225,cleanest room see sri lanka far extremely helpful staff nice view great bed sheet hot water wifi bad joke mbit internet connection never end torture,neutral
2226,would like say owner family nicest hotel owners ever meet sri lanka whole family include three children could helpful food magnificent tea room great best shower travel nicely place hotel minute walk happen yet way highlight short stay breakfast morning watch beaver adjacent build grind wild life amaze monkey bird beaver good luck thankyou adam kimthe fact stay night already book place tri complete thank,positive
2227,clean large room face kandy lakewas,positive
2228,location staff view room balcony equipment little bite hotter bathroom,neutral
2229,excellent location view close main area set back peaceful location room comfortable clean best bathroom experience sri lanka hot water require service friendly efficient breakfast serve top floor peaceful lovely view poor wifi,neutral
2230,whole place clean breakfast great view staff polite helpful hotel good proximity sightsee activities arrange lovely day tour us pleasant stay recommend guests visit kandythere mini fridge room keep water fruit hot weather,neutral
2231,family delightful include three teenage children mum amaze cook meals cheap delicious beer cold dad drive us around kandy take us lot way temples view rupee day also drive us train station modern clean cars buss easy walk lake tooth relic temple town great view lake room restaurant balcony great english incredibly hospitable owners staff clean modern room hot showernothing brilliant,positive
2232,friendliness staff cleanliness comfort size room,positive
2233,everything friendly helpful staff large clean room everything work fine definitely stay againnothing place great,positive
2234,nice new hotel elevator awesome sing hotel accessible stairs easy travel walker friendly helpful staff breakfast good restaurants close hotel hand nice walk lake shore tuktuk cheap,positive
2235,great view close town eat allow room,positive
2236,staff friendly breakfast wonderful especially sri lankan style room large comfortable far enough hustle bustle town centre wouldnt recommend stay close enough walk easily fuss accomodation meet need nicely ozo hotel nearby play loud music rooftop til around pm although room soundproof still hear didnt bother us much youre light early sleeper bear mind would go hotel within k radius loud sit sun night,negative
2237,hotel new still finish room great great owners run small hotel accommodate great breakfast service easy walk lake main streets cafes shop great view balcony,positive
2238,comfortable bed large room breakfast tasty manager mr weerarathna lovely person,positive
2239,great staff attitudeno hot water stay,neutral
2240,big room sterile see lake one tell us could order food restaurant top could breakfast man desk speak clear english difficult communicate friendly housekeep every day fully dry towel shower flood floor,neutral
2241,room fantastically clean well present shower products smelt beautiful strong wifi hot water convenient location walk around kandy mattress bite hard could foam overlay add softness,neutral
2242,great location lovely owners great breakfast great view kandynothing,positive
2243,nice location min walk city centre close kandy lake staff kind helpful clean shower facility nice spend comfortable nights name bite confuse build name janora hill book com put emphasis oyo,positive
2244,roomwas,neutral
2246,homie staff friendly accommodate prepare tasty breakfast us water heater work,positive
2247,friendly staff clean comfortable environment really enjoy,positive
2248,comfy bed clean nice host breakfast good km central keep mind book problem us want tell,positive
2249,room modern clean comfy bed host friendly attentive offer tea every morning afternoon always available help require still process minor bathroom renovations make hard long shower believe problem future,positive
2250,arrive early host let us hours check host family really kind enjoy time place want nice lunch minutes walk garden cafe everything good,positive
2251,stay property nights really amaze wonderful hospitality service provide us stay facilities really good hotel owner involve guests arrange transportation facilities along tour guide breakfast fantastic real worth money definitely come stay villa recommend many friends come stay mountain white villa visit kandy thanksnothing,positive
2252,friendly supportive staff clean room worth money breakfast delicious,positive
2253,location good breakfast also delicious owners property hospitality important thing super cleanness room bathroom nice place stay kid,positive
2254,friendliness location value money cleanliness good food comfortable,positive
2255,wonderful family nice place owner helpful bedroom comfy clean hot water nice breakfast dinner recomended prasanna excelent tourist guide,positive
2256,service peaceful place really happy service provide sunrise home stay staff behaviour appreciate humble friendly breakfast good thankyou provide excellent service nothing,positive
2257,helpful staff everything perfect,positive
2258,friendly family attentive room good close city even bf good recommend,positive
2259,excellent service nothing,positive
2260,new build room bathroom good size free drink water daily bathroom flood every time use shower wifi constantly available owner neglect turn hot water system booster overcast wet weather cold shower use laundry service day arrive return two days later still wet mean wet,negative
2261,fully satisfy spend rate place excellent every expect,positive
2262,friendly staff good foodnothing,positive
2263,superb newly construct house owner mr prasanna st floor clean room look like hotel room comfortable bed big rest room house little far away center walk able lake tuk tuk available doorstep cost rs go center long wait get hot water rest room issue hot water system rectify travel yrs old father,negative
2264,proprietors homestay friendly accomodating beyond expectations felt treat like family utmost warmth sencerity come kandy would entertain stay anywhere else,positive
2265,staff helpful home cook diner good need rethink guests requirements bedside table side water glass room water time shower basin toiletries shower room may gain another point,negative
2266,staff helpful room good even pick us city arrival colombo give breakfast days stay exactly anything grand toast egg juice little town definitely walk distance,positive
2267,whole family really welcome prasanna helpful organise great tour us tell even want stop get cost rush wish take advice get taxi nuwara eliya pick train ella instead get train whole way horrible get nuwara eliya empty little property new everything clean modern bed bigger others sri lanka breakfast great every day whenever want location little far still walkable lake tuk tuk cost rs water take get warm one morning get warm admittedly mention leave bother us much,neutral
2268,actually property house hotel staff owner friendly kind room clean comfortable easy locate property locate hill might require walk uphill plus google map guide til hill,negative
2269,great people family business welcome none,positive
2270,flexible place ever see nothing,positive
2271,prasanna pick us free kandy train station drive us home outside busy city center new large room exterior door quiet bathroom work well tv need full breakfast dinners delicious low cost prasanna take us two day tour go well cost reasonable speak english well everything excellent sunrise great place stay kandy felt well take care,positive
2272,calm peaceful place easy access town,positive
2273,staff members really helpful friendly local traveller recommend place locals,positive
2274,clean room comfortable bed perfect breakfast quiet surround owner speak good english will answer question possibly help itinerary also run taxi service stuff nice kind highly recommend far city center owner give us tuktuk free charge transport place bus station back whenever need,positive
2275,cleanliness excellent breakfast ultra friendly staff hot water efficiency awesome view location would love see air conditioner room,positive
2276,environmentwas,neutral
2277,place really amaze place visit give incredible mindblowing sunset view cottage facility give lot coziness morning view bed lodge attic really romantic service provide transportation arrangements appreciable friendly nice place give try,positive
2278,atmosphere property amaze staff take good care us friendly view cottage amaze something worth price definitely visit food good standard,positive
2279,like climate view,positive
2281,nice view close kandy city quite calm place everything good nothing wrong,positive
2282,quite season traveller tourist make sense like experience environment addition unfamiliar culture get really involve holiday also much son decide tour sri lanka tuk tuk josh book flight one nights accommodation plan would involve expectation therefore disappointment second stop danush place kandy eye opener even knowledge country actual place see rather tourist trap thing blow away book three nights stop five information provide us bite plan experience much wonderful country sit early hours discuss basically life drink wonderful host love dearly short time miss hearts forever definitely keep touch keep thoughts share miss physical thing accommodation amaze view want see lot country location disappoint lone travellers families couple whatever really one wonderful bloke want information lot photos contact kind regard mark email markrichardhumphries outlook comnothing excellent,positive
2283,pleasent staff clean room c owner pick twice city center kind old man everything fine,positive
2284,guy really friendly bed comfortable location really good place secure electrics shower bite dodgy,positive
2285,far centrewas,positive
2286,comfy bed cleanthere water morning take shower respons owner easy,negative
2287,owner nice person talk always ready help restaurants nearby,neutral
2288,good location close center room bathroom clean nice service would recommend,positive
2289,brilliant location short walk kandy town bus stand main streets easy access place close enough hill view lovely tree greenery quiet comfortable spacious room clean bathroom wifi work pretty well though use much stay triple room per person cost come little one would usually pay room like however things consider travel commute cost save property easy access city worth,positive
2290,great budget option kandy short walk center owner best,positive
2291,minute walk kandy city center tooth temple nice host room quite basic everything clean ac work fine mosquito net unfortunately,positive
2292,location great close lakeit noisy street start chant light sleeper problem smell abit malt kinda humid inside,negative
2293,good location close lakewas,positive
2294,lovely host quiet location close enough walk town attractions train bus station good,positive
2295,gd place easy go town cleanwas,positive
2296,nice place near lake city center minutes walk owners nice room really clean well equip fan ac worth stay go kandy nothing,positive
2297,location brilliant host quite lovely offer drive train station day departure opt walk beautiful outside c push cold air room musty say one night accommodation expensive kandy compare everywhere else sri lanka cheapest accommodation could find fully content experience,negative
2298,lovely man own make us breakfast even expect room clean good value money min walk centrebed hard ok one night,positive
2299,location like quite far city centre everything within reach foot first problem wi fi fix quickly tea leave place doorlock little bite hard unlock big problem,positive
2300,new decoration new equipments near lake tooth relic first home inn lead tv towel home inn hillside beside road carry litres sunshine really hot little tire day time lot traffic noise nothing provide good food nearby lot mosquitoes,negative
2301,confortable room right location map confuse taxi driver real location better one show book nice,positive
2302,within walk distance centre name,positive
2303,great location minutes lakeside foot city centre anything perhaps traffic noise road busier think look map,negative
2304,room good ac neat great location host drop family railway station van also provide us tea,positive
2305,clean air con expensive value central,negative
2306,good location easy walk explore city basic room much else clean ac private bathroom owner give us lift train station end really helpful heavy rain lead lot water come room owner quick try help wait rain stop room damp next days offer move us another place far away,neutral
2307,friendly owner surprise prepare us big delicious breakfast extra charge,positive
2308,great venue travel budget sleep people double bed cost two nights clean quite near centre town,positive
2309,nice room two double bed perfect family four super friendly host really want guest feel welcome good breakfast good location hill minutes walk town,positive
2310,spacious room comfortable bed conveniently locate short walk distance city centre could better provision kettle cup,positive
2311,owner lovely hospitableunfortunately wifi patchy bathroom door lock outside,negative
2312,location great walk distance tooth temple quite dark moist room,neutral
2313,location outside city short walk lake view room,positive
2314,staff kindly need something hi help us right away facilities ok location great near main city mall really easy get walk get taxithe family room small real window get frash air,positive
2315,good locationgood location,positive
2316,nice locationwas,positive
2317,owner really nicewas,positive
2318,uncle ji nice help us book ticket events nominal price drop us railway station free cost also give surprise breakfast room exceptionally clean location best next time definitely stay nothing,positive
2319,suitable backpack family travel good c noisy location good location town bathroom could maintenance fresh coat paint would freshen place,neutral
2320,great location clean room bathroom helpful respectful owner help us question easy walk around city inn hard beat would highly recommendwas,positive
2321,like accommodation staff kind family happy hospitality receive felt welcome home,positive
2322,clean comfortable room short walk town centre,positive
2325,price cheap suitable want travel around kandy city check check fast hotel staff really helpful stay female dormitory also mix dormitories room clean bed comfortable noisy felt secure bathrooms share everything clean neat really love place walk distance city really enjoy english breakfast free access wifi would like recommend place backpackers travellers,positive
2326,staffroom size bite small,negative
2327,breakfast experience extraordinary prepare serve especially us take consideration preferences also hotel staff propose us try something new every morning room big clean equip air condition fan room sound insulation would little bite better sometime hear tv another room end important tire sri lanka adventure fast asleep,positive
2328,great helpful staff room clean good breakfast possible choose breakfast either classic local cook prepare options perfectly hotel locate near beautiful viewpoint poor soundproof cars windows start drive morning sleep become difficult city center foot minutes along road,positive
2329,helpful staff good breakfast like near restaurant,positive
2330,okay staff helpful driver let stay staff room freequite far center location good room away main road check amount room stay one night come check surprise amount different book receipt say service charge tax give bill price yet include service charge tax know happen show bill book page mine different make sure double check check,positive
2331,excellentwas,positive
2332,helpful staff calm place good stay well recommend place,positive
2334,lovely hotel really lovely staff short tuk tuk ride downhill kandy organsied great day bus trip us alsowas,positive
2335,like location friendly staffwas,positive
2336,good service delicious breakfast,positive
2337,silent place away kandy dirt noise nice stuff especially mr sarathcleanliness cleanliness cleanliness,negative
2338,modern facilities friendly helpful staff location great room clean would recommend place backpackers well set access town able walk everywhere,positive
2339,friendly staff comfortable bed clean tidy room excellent service place recommend friend glad stay excellent room rat much cheaper place get perk get star hotel go stay one night due comfort service decide stay extra night definitely recommend hotel friends stay next visit keep good work guy nothing complain,positive
2340,nice modern hotel excellent breakfast friendly staff within walk distance center min downhill manager make price mistake kindly honour quote price,positive
2341,love place,positive
2342,lovely hotel fabulous staffwas,positive
2343,poor clean,negative
2344,serve good breakfast friendly staffthere view hotel,positive
2345,friendly host go way make stay pleasant arrange early transfer nearest train station well,positive
2346,name,positive
2347,open attach balcony breakfast area room clean staff helpful polite behavior entry road quite steep narrow quite difficult ride hotel unless efficient driver avoid check dark,negative
2348,cleanliness enough space park,negative
2349,nice room good bed friendly manager amazibg pool nice food great fresh brew coffee maybe bite far town close train station restaurant close must eat hotel bite pricey really tasty,positive
2350,place perfect getaway kandy bring min city great get noise busy city able relax enjoy serenity view add benefit great wifi first place travel wifi keep drop outwas,positive
2351,large room cool night beautiful furniture spa time use,positive
2352,beautiful location overlook valley warm welcome beautiful room lovely food fantastic host vijith kind nothing much trouble pool lovely everything want nothing like,positive
2353,beautiful hotel stay room unique love private balcony pool huge bathroom lovely staff tasty food great rest busy kandy super fast wifi steep driveway impossible little scary tuktuk,positive
2354,beautiful house great manager tasty food,positive
2355,host manager pinnacle best make best stay best diners together best view,positive
2356,one best accommodations stay sri lanka owner extremely kind friendly talkative generous person felt welcome room also bathroom spacious comfortable well furnish view terrace amaze little city centre therefore able watch star night enjoy stay highly recommend place breakfast cost usd higher price comparison accommodations sri lanka however breakfast delicious,positive
2357,far prettiest accomodation holiday sri lanka look old kolonial house superb view meticously keep great eye detail nice stay peaceful place spend day busy crowd kandy take min tuktuk get kandy center owner arrange transport good price definately worth,positive
2358,choose place want stay somewhere quiet outside city nature place perfect manager vijith wonderful host excellent chef room beautiful spacious lovely view balcony breakfast dinners delicious enjoy relax pool really special hotel run attention detail lot love easy get kandy min walk station short train ride away,positive
2359,wonderful location beautiful view house surround nature delicious meals cook serve unusually friendly host strongly recommend choose place days stay kandy everything perfect,positive
2360,long train journey day colombo perindinya junction station great relax children pool host polite eat dinner breakfast hotel host arrange tuktuks go botanical garden train station leave could easily stay longer,positive
2361,food also excellent host top mark maybe little bite far kandy,neutral
2362,love stay pinnacle felt like home welcome open arm employees help plan trip give good advise get around see eat would maximize time also reassure sri lanka situation felt safe throughout stay country room spacious confortable really nice terasse overlook mountain amasing breakfast nice swim pool cool even really good deal pay definitly come back,positive
2363,nice accomodation great service,positive
2364,love everything vijjit wonderful host hotel amaze breakfast really tasty stay nights quiet place lovely view terrasse must min tuk tuk reach kandy go peradeniya absolutely love even upgrade room last nights thank everything,positive
2365,arrive hotel hotel little uphill side also distance town easy find right road darkness hotel manager vijith extremely kind helpful help everything want suggest arrive kandy night time like us would better use pick service reasonable price prepare enough cash hotel check use credit card extra charge pay credit card cash combine vijith help remove credit card charge,positive
2366,staff nice owner sweet big pool table fully work could enjoy game owner,positive
2367,lovely place really nice view lucky good breakfast overlook surround hill staff attentive make use nice pool would definitely recommend anyone wish explore area kandy n,positive
2368,property comfortable clean spacious good swim pool breakfast good,positive
2369,love stay pinnacle fine accomodation room spacious elegant really enjoy best service three week trip manager really kind helpful eat vegetarian options menu three days always delicious especially breakfast lot choices like pancakes roti omelette vegetables lot fruit plus nice quiet view exotic bird fly great pleasure take little get kandy definetly prefer location instead busy city pool nice various sit areas spend time thank lovely time,positive
2370,spot beautifulthe locatie futher away kandy think beautiful quite place host nice helpfull,positive
2371,pinnacle fine accomodation nice place owner care everything even cold beer even chocolate cheer daughter room nice offer lot space tidy enjoy terrace beautyful view quietness middle green refresh pool need tuktuk ask shukri spiderman vehicle,positive
2372,large modern bathroom hot water clean room great breakfast host helpful go beyond ensure pleasant stay would go anytime nothing complain,positive
2373,nice quit location hill host always around friendliness advice need organise drivers etc perfect place want get away busy crowd kandy aware shop restaurants around corner,positive
2374,great stuff nothing,positive
2375,perfect place relax citytrip manager wonderful person really friendly kind polite perfekt stay nice room refresh pool really good meals beakfast location far city kandy need good tuktuk driver find hide spot really quiet relax,positive
2376,perfect choice kandy perl locate minute ride outside kandy perfect location escape business city chill pool food great host absolutely amaze,positive
2377,felt luxurious space excellent service nothing dislike,positive
2378,nice helpful host give us much bigger comfortable room book nice view far away noisy kandy breakfast good small,positive
2379,exceptional manager excellent make trip kandy arrange good tuk tuk show us sit place beautiful clean eat every night villa food excellent reasonable villa centre short ride main town hence noise view room lovely highly recommend villa every way price cleanness staff pool,positive
2380,actually stay longer calm atmosphere place,positive
2381,hospitality manager calmness place beautiful terrace view good food inside hotel water pool cold,neutral
2382,manager nice guy helpful fullfilled every wish dinner tunasteak vegetables also sri lankan breakfast delicious room clean bathroom nice real shower thank everythinglocation far away restaurants hill really go dinner would say everything room food etc little expensive also compare place travel weeks sri lanka especially normal western breakfast toast lkr p p much ask manager sri lankan breakfast get delicious local one,positive
2383,beautiful gracious property easily nicest room stay far sri lanka manager vilith anything arrange train ticket us nb hotel pay higher rate charge travel agents driver sigiryia driver garmini excellent fabulous ayurvedic massage also pool refresh cool slide kid enjoy food tasty well price breakfast serve balcony wifi good location peradeniya close botanical garden worth visit nothing,positive
2384,lovely pool great lounge area peaceful location great bathroom lovely stafflocation tricky find,positive
2385,room enormous host extremely friendly really enjoy stay,positive
2386,small hotel personal fantastic management staff good service nice room nice wiew good value money bar,neutral
2387,amaze house huge room service vijith great balcony din fantastic well felt welcome highly recommend stay nothing bite expensive sri lankan standards totally worth,positive
2388,fabulous time vijith manager helpful everything make stay exceptional hotel characteristic clean comfortable food delicious western sri lankan options kid age love particularly food room pool would absolutely recommend hotel look forward go back would tricky find without driver absolutely love location peaceful outside busy kandy,neutral
2389,meals serve beautiful balcony decent breakfast sri lankan vegetarian options excellent host helpful accommodate kandy right side botanical garden find location great,positive
2390,beautiful quiet location minute tuk tuk ride kandy vijith manager exceptionally kind helpful wonderful cook room huge comfortable small pool refresh though heat,positive
2391,guests low season get best room instead reserve one kind terrace nice build floor hard find rainy night get help personal ok,positive
2392,absolutely beautiful property colonial house renovate perfection staff fabulously accommodate gracious even send bottle arrack us pm arrive want little drink property beautiful pool beautiful amaze hide gem location centrally locate kandy mins town center,positive
2393,great family huge room c comfortable bed clean nice wimming pool area good breakfast great dinner owner friendly helpful also mannaged great tuk tuk driver us whole day awesome value money mins tuk tuk kandy minutes train station love come back great,positive
2394,nice older man check best satisfy methe online site say rps mgr tell old guy charge rps complain show guy book site change back online price,positive
2395,amaze beautiful place high ceilings large room good breakfast staff helpfulnot clearly signpost narrow steep road lovely though,positive
2396,beautiful peaceful place stay far enough noisy kandy breathtaking view,positive
2397,view property big room swim pool lobby need walk main road,positive
2398,staff helpful kind room extremely spacious clean beautiful small balcony great view pool refresh large great third bed bite short cm diagonally ok,positive
2399,really wow place stay special deal amaze room huge incredible bathroom massive walk luxurious shower room also balcony picturesque view surround pretty pool complete work children access slide paddle area would highly recommend eat good value fish chicken amaze service brilliant call hour situate beautiful area driver take us may slightly challenge mode transport high hill,positive
2400,like outside city enjoy pool friendly helpfull staff minute drive city minutes train stationthe bed ok although bite hard,positive
2401,great location close enough kandy get driver car provide calm relax atmosphere hill nice view food fantastic also staff great also room clean everything could ask really enjoy stay recommend pinnacle fine accomodation everyone,positive
2402,hotel fantastic view pool room staff highlight customer service best far sri lanka would definitely recommend wish stay longer location quite far away kandy mean beautiful spot close botanical garden kandy mins tuk tuk,positive
2403,host vijith dutch root wonderful offer great service make best cappucino driver find short road bite steep vijith arrange minivan every time go nice pool kid base upon picture book com expect green garden outside,positive
2404,stay family party people hotel age uk family sri lanka originally travel extensively sri lanka previously royal nest hotel nice family run hotel staff friendly room clean well keep short distance kandy one thing note top long steep drive road mini bus ferry people transport get advantage nice view surround mountains standard food good western diet sri lankan dish everything cook fresh recommend order food well advance perhaps email ahead want even meal arrival hotel feel family home large lounge use meals family photos display however professional operation would recommend hotel short stay good value nice relax day kandy,positive
